Term	distance	Annotation
GO:1901029	3	negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway
GO:1901040	3	negative regulation of peptide antigen transport
GO:1901253	3	negative regulation of intracellular transport of viral material
GO:1902008	3	negative regulation of toxin transport
GO:1902344	3	negative regulation of maltose transport
GO:1903336	3	negative regulation of vacuolar transport
GO:1903422	3	negative regulation of synaptic vesicle recycling
GO:1904299	3	negative regulation of transcytosis
GO:1904479	3	negative regulation of intestinal absorption
GO:1905366	3	negative regulation of intralumenal vesicle formation
GO:2000808	3	negative regulation of synaptic vesicle clustering
GO:2000877	3	negative regulation of oligopeptide transport
GO:1900137	3	negative regulation of chemokine activity
GO:0030195	3	negative regulation of blood coagulation
GO:0043944	3	negative regulation of asexual sporulation resulting in formation of a cellular spore
GO:0045781	3	negative regulation of cell budding
GO:0075308	3	negative regulation of conidium formation
GO:0075324	3	negative regulation of oomycete sporangium development
GO:0090317	3	negative regulation of intracellular protein transport
GO:0110084	3	negative regulation of protein localization to cell division site involved in mitotic actomyosin contractile ring assembly
GO:0120186	3	negative regulation of protein localization to chromatin
GO:0150033	3	negative regulation of protein localization to lysosome
GO:1900181	3	negative regulation of protein localization to nucleus
GO:1902364	3	negative regulation of protein localization to spindle pole body
GO:1902817	3	negative regulation of protein localization to microtubule
GO:1903067	3	negative regulation of protein localization to cell tip
GO:1903484	3	negative regulation of maintenance of mitotic actomyosin contractile ring localization
GO:1903565	3	negative regulation of protein localization to cilium
GO:1903748	3	negative regulation of establishment of protein localization to mitochondrion
GO:1904376	3	negative regulation of protein localization to cell periphery
GO:1904780	3	negative regulation of protein localization to centrosome
GO:1904815	3	negative regulation of protein localization to chromosome, telomeric region
GO:1905170	3	negative regulation of protein localization to phagocytic vesicle
GO:1905341	3	negative regulation of protein localization to kinetochore
GO:1905476	3	negative regulation of protein localization to membrane
GO:1905551	3	negative regulation of protein localization to endoplasmic reticulum
GO:1905667	3	negative regulation of protein localization to endosome
GO:1905872	3	negative regulation of protein localization to cell leading edge
GO:2000009	3	negative regulation of protein localization to cell surface
GO:2000396	3	negative regulation of ubiquitin-dependent endocytosis
GO:0051902	3	negative regulation of mitochondrial depolarization
GO:1904198	3	negative regulation of regulation of vascular smooth muscle cell membrane depolarization
GO:0045855	3	negative regulation of pole plasm oskar mRNA localization
GO:1904850	3	negative regulation of establishment of protein localization to telomere
GO:2001107	3	negative regulation of Rho guanyl-nucleotide exchange factor activity
GO:0010888	3	negative regulation of lipid storage
GO:2000201	3	negative regulation of ribosomal subunit export from nucleus
GO:2000239	3	negative regulation of tRNA export from nucleus
GO:0002045	3	regulation of cell adhesion involved in intussusceptive angiogenesis
GO:0003436	3	regulation of cell adhesion involved in growth plate cartilage morphogenesis
GO:0010810	3	regulation of cell-substrate adhesion
GO:0022407	3	regulation of cell-cell adhesion
GO:0033628	3	regulation of cell adhesion mediated by integrin
GO:0061344	3	regulation of cell adhesion involved in heart morphogenesis
GO:0106088	3	regulation of cell adhesion involved in sprouting angiogenesis
GO:0032880	3	regulation of protein localization
GO:0051049	3	regulation of transport
GO:0060341	3	regulation of cellular localization
GO:1901648	3	regulation of actomyosin contractile ring localization
GO:1902872	3	regulation of horizontal cell localization
GO:1904872	3	regulation of telomerase RNA localization to Cajal body
GO:1904910	3	regulation of establishment of RNA localization to telomere
GO:1905952	3	regulation of lipid localization
GO:2000071	3	regulation of defense response by callose deposition
GO:0009649	3	entrainment of circadian clock
GO:0010378	3	temperature compensation of the circadian clock
GO:0002759	3	regulation of antimicrobial humoral response
GO:0010112	3	regulation of systemic acquired resistance
GO:0031664	3	regulation of lipopolysaccharide-mediated signaling pathway
GO:0034306	3	regulation of sexual sporulation
GO:0043903	3	regulation of symbiosis, encompassing mutualism through parasitism
GO:0045304	3	regulation of establishment of competence for transformation
GO:0050688	3	regulation of defense response to virus
GO:0060256	3	regulation of flocculation
GO:0098676	3	modulation of host virulence by virus
GO:1900150	3	regulation of defense response to fungus
GO:1900424	3	regulation of defense response to bacterium
GO:1902058	3	regulation of sporocarp development involved in sexual reproduction
GO:1902288	3	regulation of defense response to oomycetes
GO:1904415	3	regulation of xenophagy
GO:2000068	3	regulation of defense response to insect
GO:0007317	3	regulation of pole plasm oskar mRNA localization
GO:0010847	3	regulation of chromatin assembly
GO:0032231	3	regulation of actin filament bundle assembly
GO:0032884	3	regulation of cell wall chitin biosynthetic process
GO:0032995	3	regulation of fungal-type cell wall biogenesis
GO:0043254	3	regulation of protein complex assembly
GO:0051963	3	regulation of synapse assembly
GO:0060491	3	regulation of cell projection assembly
GO:0070608	3	regulation of cell wall (1->3)-alpha-glucan biosynthetic process
GO:0071342	3	regulation of establishment of actomyosin contractile ring localization
GO:0090006	3	regulation of linear element assembly
GO:0090069	3	regulation of ribosome biogenesis
GO:0090083	3	regulation of inclusion body assembly
GO:0090153	3	regulation of sphingolipid biosynthetic process
GO:0090173	3	regulation of synaptonemal complex assembly
GO:0120133	3	negative regulation of actin cortical patch assembly
GO:1900104	3	regulation of hyaluranon cable assembly
GO:1901201	3	regulation of extracellular matrix assembly
GO:1901888	3	regulation of cell junction assembly
GO:1901891	3	regulation of cell septum assembly
GO:1902115	3	regulation of organelle assembly
GO:1903023	3	regulation of ascospore-type prospore membrane assembly
GO:1903329	3	regulation of iron-sulfur cluster assembly
GO:1903541	3	regulation of exosomal secretion
GO:1904259	3	regulation of basement membrane assembly involved in embryonic body morphogenesis
GO:1904429	3	regulation of t-circle formation
GO:1905468	3	regulation of clathrin-coated pit assembly
GO:2000431	3	regulation of cytokinesis, actomyosin contractile ring assembly
GO:2000652	3	regulation of secondary cell wall biogenesis
GO:2000705	3	regulation of dense core granule biogenesis
GO:2001009	3	regulation of plant-type cell wall cellulose biosynthetic process
GO:0048073	3	regulation of eye pigmentation
GO:0048079	3	regulation of cuticle pigmentation
GO:0050932	3	regulation of pigment cell differentiation
GO:0002831	3	regulation of response to biotic stimulus
GO:0032101	3	regulation of response to external stimulus
GO:0043502	3	regulation of muscle adaptation
GO:0060759	3	regulation of response to cytokine stimulus
GO:0061178	3	regulation of insulin secretion involved in cellular response to glucose stimulus
GO:0080134	3	regulation of response to stress
GO:1900437	3	regulation of filamentous growth of a population of unicellular organisms in response to chemical stimulus
GO:1900518	3	regulation of response to pullulan
GO:1900521	3	regulation of response to amylopectin
GO:1900741	3	regulation of filamentous growth of a population of unicellular organisms in response to pH
GO:1901419	3	regulation of response to alcohol
GO:1901431	3	regulation of response to cycloalkane
GO:1901434	3	regulation of toluene catabolic process
GO:1901442	3	regulation of response to furfural
GO:1901451	3	regulation of response to benzene
GO:1901457	3	regulation of response to acetate
GO:1905945	3	regulation of response to calcium ion
GO:2000030	3	regulation of response to red or far red light
GO:2000257	3	regulation of protein activation cascade
GO:2000970	3	regulation of detection of glucose
GO:2001023	3	regulation of response to drug
GO:2001228	3	regulation of response to gamma radiation
GO:0071899	3	negative regulation of estrogen receptor binding
GO:0014861	3	regulation of skeletal muscle contraction via regulation of action potential
GO:0098901	3	regulation of cardiac muscle cell action potential
GO:0098902	3	regulation of membrane depolarization during action potential
GO:0098903	3	regulation of membrane repolarization during action potential
GO:0098908	3	regulation of neuronal action potential
GO:0099605	3	regulation of action potential firing rate
GO:0099608	3	regulation of action potential firing pattern
GO:0099611	3	regulation of action potential firing threshold
GO:0030193	3	regulation of blood coagulation
GO:0007116	3	regulation of cell budding
GO:0034305	3	regulation of asexual sporulation
GO:2001106	3	regulation of Rho guanyl-nucleotide exchange factor activity
GO:0001666	3	response to hypoxia
GO:0002931	3	response to ischemia
GO:0003299	3	muscle hypertrophy in response to stress
GO:0006952	3	defense response
GO:0006970	3	response to osmotic stress
GO:0006979	3	response to oxidative stress
GO:0006991	3	response to sterol depletion
GO:0009271	3	phage shock
GO:0009408	3	response to heat
GO:0009409	3	response to cold
